id,phone_number,receiver,starttimestamp,endtimestamp,call_length,direction
18341,718-223-8168,983-830-0116,11/11/2017 11:30,11/11/2017 11:30,0:00:00,missed call
18342,470-406-3126,983-830-0116,4/6/2018 0:35,4/6/2018 0:35,0:00:00,missed call
18343,786-101-3860,470-406-3126,3/26/2019 20:34,3/26/2019 20:58,0:23:32,incoming
18344,718-223-8168,476-597-9827,4/5/2018 16:15,4/5/2018 16:16,0:00:48,incoming
18345,722-807-0193,718-223-8168,9/7/2017 7:48,9/7/2017 7:48,0:00:00,missed call
18346,375-788-8427,786-101-3860,7/27/2018 4:24,7/27/2018 4:45,0:21:05,incoming
18347,375-788-8427,983-830-0116,4/6/2018 4:07,4/6/2018 4:36,0:29:46,outgoing
18348,476-597-9827,983-830-0116,4/7/2018 21:32,4/7/2018 21:32,0:00:00,missed call
18349,375-788-8427,976-333-9915,4/12/2019 4:33,4/12/2019 4:34,0:01:31,incoming
18350,976-333-9915,476-597-9827,8/3/2018 17:08,8/3/2018 17:08,0:00:00,missed call
18351,375-788-8427,722-807-0193,6/1/2018 5:49,6/1/2018 5:59,0:09:46,outgoing
18352,375-788-8427,786-101-3860,8/24/2018 20:18,8/24/2018 20:18,0:00:00,missed call
18353,613-892-5501,983-830-0116,6/25/2018 15:56,6/25/2018 16:02,0:06:13,incoming
18354,773-543-1150,470-406-3126,8/20/2017 23:05,8/20/2017 23:47,0:41:49,incoming
18355,983-830-0116,718-223-8168,10/26/2018 12:36,10/26/2018 12:36,0:00:00,missed call
18356,786-101-3860,773-543-1150,10/21/2018 11:31,10/21/2018 11:51,0:20:26,outgoing
18357,976-333-9915,786-101-3860,3/26/2019 5:03,3/26/2019 5:32,0:29:10,incoming
18358,470-406-3126,786-101-3860,11/5/2018 8:22,11/5/2018 8:36,0:13:31,outgoing
18359,613-892-5501,976-333-9915,1/17/2018 22:38,1/17/2018 22:39,0:01:10,outgoing
18360,976-333-9915,470-406-3126,11/15/2018 15:32,11/15/2018 15:53,0:20:21,incoming
18361,773-543-1150,722-807-0193,4/28/2017 11:59,4/28/2017 12:03,0:03:35,outgoing
18362,613-892-5501,718-223-8168,8/24/2017 9:02,8/24/2017 9:38,0:35:46,outgoing
18363,375-788-8427,476-597-9827,4/22/2019 15:57,4/22/2019 15:57,0:00:00,missed call
18364,718-223-8168,375-788-8427,3/16/2017 16:56,3/16/2017 16:56,0:00:00,missed call
18365,786-101-3860,976-333-9915,5/22/2017 6:24,5/22/2017 6:41,0:16:57,incoming
18366,718-223-8168,773-543-1150,6/9/2018 7:58,6/9/2018 7:58,0:00:00,missed call
18367,375-788-8427,470-406-3126,7/22/2017 17:30,7/22/2017 17:30,0:00:00,missed call
18368,976-333-9915,613-892-5501,7/21/2017 9:19,7/21/2017 9:46,0:26:49,incoming
18369,718-223-8168,773-543-1150,1/22/2017 21:18,1/22/2017 21:36,0:17:48,incoming
18370,773-543-1150,613-892-5501,4/5/2018 15:06,4/5/2018 15:06,0:00:00,missed call
18371,983-830-0116,773-543-1150,6/3/2017 22:40,6/3/2017 22:40,0:00:00,missed call
18372,773-543-1150,976-333-9915,8/16/2018 3:36,8/16/2018 4:04,0:28:20,outgoing
18373,375-788-8427,722-807-0193,1/2/2018 11:07,1/2/2018 11:09,0:01:26,outgoing
18374,976-333-9915,613-892-5501,8/6/2018 14:17,8/6/2018 14:17,0:00:00,missed call
18375,983-830-0116,786-101-3860,3/21/2018 2:23,3/21/2018 2:28,0:04:41,outgoing
18376,773-543-1150,613-892-5501,8/1/2018 4:05,8/1/2018 4:14,0:09:57,incoming
18377,613-892-5501,470-406-3126,1/20/2017 10:29,1/20/2017 10:29,0:00:00,missed call
18378,786-101-3860,613-892-5501,2/9/2019 9:27,2/9/2019 10:13,0:45:32,incoming
18379,470-406-3126,773-543-1150,10/8/2017 11:27,10/8/2017 11:54,0:27:53,incoming
18380,375-788-8427,722-807-0193,5/30/2018 13:07,5/30/2018 13:43,0:35:56,outgoing
18381,613-892-5501,983-830-0116,2/18/2018 17:33,2/18/2018 18:23,0:49:58,incoming
18382,613-892-5501,718-223-8168,2/5/2017 20:19,2/5/2017 20:19,0:00:04,incoming
18383,375-788-8427,786-101-3860,4/9/2018 12:24,4/9/2018 12:24,0:00:00,missed call
18384,718-223-8168,375-788-8427,12/19/2017 3:47,12/19/2017 3:51,0:03:30,incoming
18385,773-543-1150,983-830-0116,4/6/2018 0:38,4/6/2018 0:55,0:17:15,incoming
18386,470-406-3126,476-597-9827,4/9/2018 12:00,4/9/2018 12:00,0:00:00,missed call
18387,722-807-0193,786-101-3860,11/29/2017 15:11,11/29/2017 15:20,0:09:30,incoming
18388,375-788-8427,786-101-3860,7/11/2018 6:43,7/11/2018 7:37,0:53:39,incoming
18389,470-406-3126,718-223-8168,12/3/2018 23:23,12/3/2018 23:25,0:02:25,outgoing
18390,718-223-8168,722-807-0193,4/12/2018 12:14,4/12/2018 12:50,0:35:22,outgoing
18391,773-543-1150,786-101-3860,12/13/2017 8:27,12/13/2017 9:17,0:50:16,incoming
18392,773-543-1150,976-333-9915,5/16/2018 14:10,5/16/2018 15:07,0:57:49,outgoing
18393,470-406-3126,786-101-3860,3/4/2017 1:43,3/4/2017 2:37,0:54:18,outgoing
18394,722-807-0193,976-333-9915,2/22/2017 13:23,2/22/2017 13:23,0:00:00,missed call
18395,476-597-9827,722-807-0193,4/6/2017 11:26,4/6/2017 12:15,0:48:40,incoming
18396,476-597-9827,613-892-5501,12/20/2017 21:17,12/20/2017 21:31,0:14:15,incoming
18397,470-406-3126,722-807-0193,7/4/2017 18:25,7/4/2017 19:11,0:46:11,outgoing
18398,476-597-9827,470-406-3126,9/15/2017 8:54,9/15/2017 9:34,0:40:01,incoming
18399,375-788-8427,773-543-1150,2/1/2018 23:01,2/1/2018 23:15,0:14:03,outgoing
18400,983-830-0116,976-333-9915,11/2/2018 20:26,11/2/2018 20:57,0:31:20,incoming
18401,976-333-9915,786-101-3860,2/10/2018 19:55,2/10/2018 19:55,0:00:00,missed call
18402,983-830-0116,786-101-3860,2/7/2018 1:20,2/7/2018 1:38,0:17:54,outgoing
18403,722-807-0193,983-830-0116,12/14/2018 9:43,12/14/2018 10:20,0:37:07,incoming
18404,476-597-9827,773-543-1150,6/20/2018 15:10,6/20/2018 15:51,0:40:37,incoming
18405,983-830-0116,613-892-5501,2/8/2018 19:41,2/8/2018 19:41,0:00:00,missed call
18406,470-406-3126,976-333-9915,8/10/2017 3:35,8/10/2017 4:12,0:37:13,outgoing
18407,470-406-3126,983-830-0116,3/21/2018 6:34,3/21/2018 7:23,0:48:56,outgoing
18408,983-830-0116,375-788-8427,5/9/2017 10:37,5/9/2017 11:14,0:37:08,incoming
18409,718-223-8168,976-333-9915,6/20/2017 6:10,6/20/2017 7:05,0:55:11,outgoing
18410,470-406-3126,613-892-5501,3/16/2018 23:37,3/16/2018 23:51,0:13:51,outgoing
18411,722-807-0193,375-788-8427,3/14/2017 10:41,3/14/2017 11:06,0:24:54,outgoing
18412,976-333-9915,476-597-9827,4/23/2019 5:04,4/23/2019 5:04,0:00:00,missed call
18413,773-543-1150,375-788-8427,4/25/2019 4:10,4/25/2019 4:10,0:00:00,missed call
18414,983-830-0116,722-807-0193,3/26/2017 12:28,3/26/2017 12:28,0:00:00,missed call
18415,476-597-9827,375-788-8427,9/27/2018 14:37,9/27/2018 15:20,0:42:34,incoming
18416,476-597-9827,976-333-9915,11/2/2017 8:03,11/2/2017 8:18,0:15:08,outgoing
18417,375-788-8427,983-830-0116,5/29/2017 7:19,5/29/2017 7:43,0:24:04,outgoing
18418,476-597-9827,773-543-1150,8/31/2017 4:14,8/31/2017 4:58,0:44:17,outgoing
18419,976-333-9915,470-406-3126,5/24/2018 1:47,5/24/2018 1:51,0:03:47,outgoing
18420,613-892-5501,718-223-8168,6/20/2018 8:32,6/20/2018 8:32,0:00:00,missed call
18421,722-807-0193,613-892-5501,8/26/2018 3:22,8/26/2018 3:22,0:00:00,missed call
18422,773-543-1150,470-406-3126,5/26/2017 22:33,5/26/2017 23:13,0:39:17,incoming
18423,375-788-8427,983-830-0116,9/21/2018 13:03,9/21/2018 13:03,0:00:00,missed call
18424,722-807-0193,773-543-1150,1/23/2017 15:53,1/23/2017 15:55,0:02:00,incoming
18425,476-597-9827,470-406-3126,11/12/2018 1:20,11/12/2018 1:20,0:00:00,missed call
18426,976-333-9915,470-406-3126,5/28/2019 9:44,5/28/2019 10:05,0:21:29,outgoing
18427,983-830-0116,375-788-8427,5/3/2018 11:15,5/3/2018 11:15,0:00:00,missed call
18428,470-406-3126,976-333-9915,6/13/2018 14:54,6/13/2018 15:22,0:27:01,incoming
18429,470-406-3126,976-333-9915,8/28/2017 14:36,8/28/2017 14:36,0:00:00,missed call
18430,718-223-8168,976-333-9915,12/9/2018 4:07,12/9/2018 4:37,0:30:23,incoming
18431,976-333-9915,476-597-9827,3/11/2018 11:22,3/11/2018 11:43,0:21:05,incoming
18432,476-597-9827,786-101-3860,1/9/2017 10:16,1/9/2017 11:12,0:56:14,outgoing
18433,786-101-3860,983-830-0116,11/3/2017 11:47,11/3/2017 12:33,0:46:19,incoming
18434,786-101-3860,470-406-3126,9/28/2018 0:33,9/28/2018 0:33,0:00:00,missed call
18435,613-892-5501,476-597-9827,10/21/2018 14:53,10/21/2018 15:11,0:18:00,outgoing
18436,773-543-1150,613-892-5501,4/9/2018 18:05,4/9/2018 18:56,0:50:31,outgoing
18437,375-788-8427,786-101-3860,3/26/2018 15:03,3/26/2018 15:35,0:32:01,outgoing
18438,773-543-1150,476-597-9827,2/21/2018 4:58,2/21/2018 5:35,0:37:29,incoming
18439,375-788-8427,718-223-8168,3/20/2017 1:20,3/20/2017 1:20,0:00:00,missed call
18440,976-333-9915,476-597-9827,11/7/2018 19:38,11/7/2018 19:38,0:00:00,missed call
18441,983-830-0116,375-788-8427,3/27/2018 10:08,3/27/2018 10:08,0:00:00,missed call
18442,976-333-9915,722-807-0193,3/21/2017 18:25,3/21/2017 18:43,0:18:01,incoming
18443,722-807-0193,983-830-0116,8/24/2017 18:50,8/24/2017 19:11,0:20:37,incoming
18444,470-406-3126,983-830-0116,12/17/2017 23:22,12/17/2017 23:25,0:03:21,incoming
18445,722-807-0193,773-543-1150,12/28/2017 15:54,12/28/2017 16:12,0:18:15,incoming
18446,476-597-9827,722-807-0193,6/7/2018 6:52,6/7/2018 6:52,0:00:00,missed call
18447,722-807-0193,983-830-0116,11/10/2018 6:23,11/10/2018 6:23,0:00:00,missed call
18448,613-892-5501,773-543-1150,1/18/2018 11:38,1/18/2018 11:55,0:17:01,outgoing
18449,375-788-8427,773-543-1150,6/14/2018 5:13,6/14/2018 5:13,0:00:00,missed call
18450,786-101-3860,470-406-3126,1/15/2019 5:09,1/15/2019 5:47,0:37:44,outgoing
18451,470-406-3126,786-101-3860,12/27/2017 10:55,12/27/2017 11:54,0:58:47,outgoing
18452,786-101-3860,476-597-9827,1/3/2019 9:49,1/3/2019 10:30,0:41:18,outgoing
18453,476-597-9827,470-406-3126,2/8/2018 22:00,2/8/2018 22:00,0:00:00,missed call
18454,976-333-9915,718-223-8168,8/26/2017 11:46,8/26/2017 11:46,0:00:00,missed call
18455,375-788-8427,976-333-9915,4/3/2017 22:34,4/3/2017 23:10,0:36:05,incoming
18456,722-807-0193,613-892-5501,8/31/2017 23:11,8/31/2017 23:18,0:07:16,incoming
18457,722-807-0193,375-788-8427,6/23/2018 7:20,6/23/2018 7:41,0:20:18,outgoing
18458,375-788-8427,786-101-3860,4/20/2018 6:22,4/20/2018 6:22,0:00:00,missed call
18459,773-543-1150,722-807-0193,3/15/2019 0:05,3/15/2019 0:05,0:00:00,missed call
18460,718-223-8168,613-892-5501,9/23/2017 12:11,9/23/2017 12:22,0:11:36,incoming
18461,773-543-1150,976-333-9915,2/2/2019 18:44,2/2/2019 18:48,0:04:28,incoming
18462,613-892-5501,470-406-3126,1/13/2017 19:59,1/13/2017 20:31,0:32:00,outgoing
18463,976-333-9915,613-892-5501,1/28/2018 20:57,1/28/2018 21:11,0:14:41,outgoing
18464,718-223-8168,773-543-1150,7/29/2017 12:51,7/29/2017 12:51,0:00:00,missed call
18465,375-788-8427,476-597-9827,2/5/2017 3:02,2/5/2017 3:02,0:00:00,missed call
18466,375-788-8427,786-101-3860,3/2/2019 21:40,3/2/2019 21:40,0:00:00,missed call
18467,983-830-0116,476-597-9827,3/30/2019 3:04,3/30/2019 3:57,0:52:51,outgoing
18468,613-892-5501,476-597-9827,10/27/2017 0:31,10/27/2017 1:25,0:53:41,incoming
18469,722-807-0193,375-788-8427,1/20/2019 12:22,1/20/2019 13:06,0:43:58,outgoing
18470,375-788-8427,773-543-1150,2/20/2019 3:00,2/20/2019 3:45,0:45:42,outgoing
18471,375-788-8427,786-101-3860,2/9/2017 3:00,2/9/2017 3:47,0:47:05,outgoing
18472,983-830-0116,718-223-8168,8/30/2018 14:15,8/30/2018 15:10,0:54:19,incoming
18473,476-597-9827,786-101-3860,2/22/2017 15:01,2/22/2017 15:01,0:00:00,missed call
18474,375-788-8427,613-892-5501,4/30/2018 6:50,4/30/2018 7:43,0:52:19,incoming
18475,773-543-1150,722-807-0193,5/20/2017 16:47,5/20/2017 17:18,0:31:53,outgoing
18476,476-597-9827,470-406-3126,8/18/2018 8:30,8/18/2018 9:20,0:50:41,incoming
18477,613-892-5501,786-101-3860,11/27/2018 4:19,11/27/2018 4:19,0:00:00,missed call
18478,470-406-3126,983-830-0116,3/9/2018 2:23,3/9/2018 3:11,0:48:11,outgoing
18479,470-406-3126,773-543-1150,3/24/2019 5:40,3/24/2019 6:11,0:31:04,outgoing
18480,722-807-0193,613-892-5501,4/12/2018 20:34,4/12/2018 20:53,0:18:53,outgoing
18481,722-807-0193,476-597-9827,12/21/2018 18:09,12/21/2018 19:06,0:57:11,incoming
18482,786-101-3860,718-223-8168,2/15/2018 19:28,2/15/2018 19:28,0:00:00,missed call
18483,983-830-0116,476-597-9827,5/17/2018 13:54,5/17/2018 14:03,0:09:23,outgoing
18484,722-807-0193,976-333-9915,7/24/2018 5:19,7/24/2018 5:51,0:32:34,incoming
18485,773-543-1150,976-333-9915,5/23/2018 11:08,5/23/2018 11:08,0:00:00,missed call
18486,613-892-5501,470-406-3126,2/5/2018 11:27,2/5/2018 11:56,0:28:59,incoming
18487,983-830-0116,476-597-9827,12/5/2017 19:33,12/5/2017 20:00,0:26:26,incoming
18488,613-892-5501,786-101-3860,11/17/2018 9:11,11/17/2018 9:58,0:47:31,incoming
18489,470-406-3126,786-101-3860,9/14/2018 14:32,9/14/2018 15:11,0:39:19,incoming
18490,718-223-8168,773-543-1150,1/29/2019 2:28,1/29/2019 3:15,0:47:05,outgoing
18491,476-597-9827,613-892-5501,12/19/2017 13:59,12/19/2017 14:29,0:30:00,incoming
18492,613-892-5501,976-333-9915,11/20/2017 16:30,11/20/2017 16:30,0:00:00,missed call
18493,983-830-0116,718-223-8168,5/7/2017 4:37,5/7/2017 5:21,0:44:31,incoming
18494,773-543-1150,375-788-8427,1/6/2019 11:11,1/6/2019 12:06,0:55:42,incoming
18495,976-333-9915,983-830-0116,3/29/2019 3:48,3/29/2019 3:48,0:00:02,incoming
18496,375-788-8427,718-223-8168,2/13/2017 22:34,2/13/2017 22:55,0:20:21,outgoing
18497,722-807-0193,476-597-9827,6/7/2018 10:48,6/7/2018 11:45,0:56:48,outgoing
18498,722-807-0193,718-223-8168,4/1/2019 3:33,4/1/2019 3:33,0:00:00,missed call
18499,722-807-0193,976-333-9915,5/5/2019 8:30,5/5/2019 8:31,0:00:54,incoming
18500,375-788-8427,722-807-0193,11/16/2017 22:50,11/16/2017 23:46,0:55:55,outgoing
18501,773-543-1150,470-406-3126,3/21/2018 12:25,3/21/2018 12:27,0:02:01,outgoing
18502,786-101-3860,983-830-0116,1/29/2018 9:19,1/29/2018 9:58,0:38:45,outgoing
18503,786-101-3860,718-223-8168,1/11/2019 20:00,1/11/2019 20:09,0:08:47,outgoing
18504,722-807-0193,470-406-3126,8/31/2017 2:24,8/31/2017 3:15,0:50:34,incoming
18505,773-543-1150,983-830-0116,6/23/2018 3:59,6/23/2018 3:59,0:00:00,missed call
18506,773-543-1150,976-333-9915,1/31/2019 2:52,1/31/2019 3:31,0:38:30,incoming
18507,375-788-8427,613-892-5501,4/9/2017 12:36,4/9/2017 12:36,0:00:00,missed call
18508,773-543-1150,613-892-5501,11/13/2018 11:52,11/13/2018 12:34,0:41:20,outgoing
18509,375-788-8427,476-597-9827,1/9/2018 7:39,1/9/2018 7:53,0:13:48,incoming
18510,773-543-1150,375-788-8427,9/13/2017 12:18,9/13/2017 12:46,0:27:53,incoming
18511,718-223-8168,476-597-9827,2/6/2019 0:21,2/6/2019 0:51,0:30:10,outgoing
18512,470-406-3126,983-830-0116,2/18/2017 15:32,2/18/2017 15:44,0:11:55,outgoing
18513,722-807-0193,786-101-3860,2/5/2019 15:55,2/5/2019 16:32,0:37:23,incoming
18514,476-597-9827,470-406-3126,10/19/2018 17:32,10/19/2018 17:54,0:21:17,incoming
18515,983-830-0116,613-892-5501,7/11/2018 22:19,7/11/2018 22:19,0:00:00,missed call
18516,718-223-8168,722-807-0193,2/1/2017 14:34,2/1/2017 15:21,0:47:33,incoming
18517,722-807-0193,773-543-1150,1/4/2018 11:14,1/4/2018 11:39,0:24:59,outgoing
18518,773-543-1150,470-406-3126,9/13/2017 13:04,9/13/2017 13:30,0:26:28,incoming
18519,470-406-3126,983-830-0116,8/15/2018 5:25,8/15/2018 5:25,0:00:00,missed call
18520,613-892-5501,476-597-9827,1/7/2019 12:20,1/7/2019 12:20,0:00:00,missed call
18521,786-101-3860,470-406-3126,6/11/2017 3:34,6/11/2017 3:34,0:00:00,missed call
18522,976-333-9915,470-406-3126,10/16/2018 20:41,10/16/2018 21:20,0:39:25,outgoing
18523,722-807-0193,470-406-3126,8/13/2018 14:30,8/13/2018 14:30,0:00:00,missed call
18524,718-223-8168,786-101-3860,4/19/2017 6:07,4/19/2017 6:09,0:02:25,incoming
18525,722-807-0193,613-892-5501,2/19/2018 7:35,2/19/2018 7:54,0:18:23,outgoing
18526,773-543-1150,613-892-5501,3/7/2019 6:15,3/7/2019 6:29,0:13:02,outgoing
18527,470-406-3126,983-830-0116,2/3/2017 10:12,2/3/2017 10:37,0:24:42,outgoing
18528,976-333-9915,786-101-3860,2/9/2017 6:02,2/9/2017 6:02,0:00:00,missed call
18529,773-543-1150,470-406-3126,3/13/2019 15:02,3/13/2019 15:02,0:00:00,missed call
18530,722-807-0193,773-543-1150,3/23/2017 21:55,3/23/2017 21:55,0:00:00,missed call
18531,976-333-9915,470-406-3126,9/24/2017 13:55,9/24/2017 13:55,0:00:00,missed call
18532,470-406-3126,983-830-0116,9/13/2017 10:41,9/13/2017 10:58,0:16:58,incoming
18533,470-406-3126,718-223-8168,5/24/2019 14:44,5/24/2019 14:44,0:00:00,missed call
18534,613-892-5501,718-223-8168,3/20/2019 6:18,3/20/2019 6:58,0:39:41,outgoing
18535,476-597-9827,722-807-0193,11/26/2017 9:17,11/26/2017 9:49,0:31:32,incoming
18536,976-333-9915,470-406-3126,3/11/2018 9:34,3/11/2018 9:35,0:01:23,outgoing
18537,718-223-8168,983-830-0116,6/28/2018 12:09,6/28/2018 12:09,0:00:00,missed call
18538,476-597-9827,773-543-1150,4/9/2017 12:34,4/9/2017 13:30,0:55:34,incoming
18539,983-830-0116,613-892-5501,1/14/2018 1:06,1/14/2018 1:31,0:24:30,outgoing
18540,613-892-5501,375-788-8427,3/5/2019 17:46,3/5/2019 17:55,0:09:08,outgoing
18541,470-406-3126,718-223-8168,2/14/2018 4:43,2/14/2018 4:43,0:00:00,missed call
18542,375-788-8427,470-406-3126,8/15/2018 5:45,8/15/2018 6:43,0:58:30,incoming
18543,613-892-5501,718-223-8168,8/27/2018 19:52,8/27/2018 20:01,0:08:30,incoming
18544,375-788-8427,976-333-9915,12/17/2017 23:41,12/17/2017 23:44,0:03:12,outgoing
18545,476-597-9827,976-333-9915,11/29/2017 7:17,11/29/2017 7:59,0:41:47,incoming
18546,718-223-8168,613-892-5501,9/30/2017 13:43,9/30/2017 13:43,0:00:00,missed call
18547,470-406-3126,613-892-5501,7/9/2018 12:09,7/9/2018 12:55,0:45:38,incoming
18548,976-333-9915,375-788-8427,8/5/2017 18:49,8/5/2017 19:33,0:44:44,outgoing
18549,375-788-8427,786-101-3860,1/18/2017 3:09,1/18/2017 3:46,0:37:03,outgoing
18550,613-892-5501,375-788-8427,6/28/2018 9:43,6/28/2018 10:27,0:43:48,incoming
18551,983-830-0116,375-788-8427,12/13/2018 7:01,12/13/2018 7:35,0:33:51,outgoing
18552,613-892-5501,786-101-3860,7/23/2017 7:58,7/23/2017 7:58,0:00:00,missed call
18553,476-597-9827,976-333-9915,4/15/2019 13:35,4/15/2019 13:48,0:12:47,incoming
18554,976-333-9915,722-807-0193,10/28/2018 20:12,10/28/2018 20:12,0:00:00,missed call
18555,976-333-9915,613-892-5501,3/25/2019 12:46,3/25/2019 12:51,0:04:06,outgoing
18556,718-223-8168,722-807-0193,5/14/2017 12:40,5/14/2017 12:40,0:00:00,missed call
18557,786-101-3860,470-406-3126,7/3/2017 3:08,7/3/2017 4:02,0:54:04,incoming
18558,722-807-0193,983-830-0116,11/13/2017 7:25,11/13/2017 7:25,0:00:00,missed call
18559,722-807-0193,375-788-8427,3/10/2019 19:47,3/10/2019 20:17,0:30:06,incoming
18560,470-406-3126,718-223-8168,7/17/2018 17:33,7/17/2018 17:33,0:00:00,missed call
18561,773-543-1150,722-807-0193,4/24/2017 3:06,4/24/2017 3:06,0:00:00,missed call
18562,470-406-3126,773-543-1150,11/19/2017 12:26,11/19/2017 12:32,0:06:53,outgoing
18563,722-807-0193,983-830-0116,10/15/2018 13:27,10/15/2018 13:47,0:20:39,outgoing
18564,786-101-3860,476-597-9827,7/14/2018 21:45,7/14/2018 22:05,0:19:44,incoming
18565,375-788-8427,773-543-1150,12/25/2018 17:37,12/25/2018 17:37,0:00:00,missed call
18566,786-101-3860,718-223-8168,2/23/2019 7:04,2/23/2019 7:23,0:18:42,incoming
18567,976-333-9915,470-406-3126,1/25/2017 15:42,1/25/2017 15:42,0:00:00,missed call
18568,613-892-5501,722-807-0193,1/8/2018 3:38,1/8/2018 4:25,0:46:40,incoming
18569,718-223-8168,722-807-0193,12/16/2017 15:29,12/16/2017 16:18,0:49:12,incoming
18570,613-892-5501,470-406-3126,4/25/2019 6:12,4/25/2019 6:12,0:00:00,missed call
18571,375-788-8427,613-892-5501,2/18/2017 23:44,2/19/2017 0:01,0:16:32,outgoing
18572,718-223-8168,983-830-0116,1/4/2017 19:56,1/4/2017 19:56,0:00:00,missed call
18573,773-543-1150,476-597-9827,1/22/2017 15:49,1/22/2017 15:49,0:00:00,missed call
18574,470-406-3126,476-597-9827,4/13/2017 12:11,4/13/2017 12:11,0:00:00,missed call
18575,983-830-0116,786-101-3860,9/24/2017 16:49,9/24/2017 17:28,0:38:54,outgoing
18576,773-543-1150,976-333-9915,8/17/2018 18:45,8/17/2018 18:45,0:00:00,missed call
18577,976-333-9915,773-543-1150,2/25/2017 14:22,2/25/2017 14:22,0:00:00,missed call
18578,976-333-9915,613-892-5501,2/19/2018 7:20,2/19/2018 7:20,0:00:00,missed call
18579,722-807-0193,718-223-8168,6/28/2017 12:12,6/28/2017 12:12,0:00:00,missed call
18580,470-406-3126,786-101-3860,10/8/2018 1:02,10/8/2018 1:41,0:38:40,incoming
18581,976-333-9915,773-543-1150,1/23/2017 0:41,1/23/2017 0:41,0:00:00,missed call
18582,976-333-9915,786-101-3860,6/11/2017 10:10,6/11/2017 10:10,0:00:00,missed call
18583,476-597-9827,718-223-8168,12/11/2018 8:29,12/11/2018 9:28,0:59:14,incoming
18584,718-223-8168,773-543-1150,5/25/2018 20:31,5/25/2018 20:53,0:21:35,outgoing
18585,375-788-8427,476-597-9827,1/3/2019 18:46,1/3/2019 19:44,0:58:10,incoming
18586,476-597-9827,470-406-3126,8/20/2018 5:48,8/20/2018 5:48,0:00:00,missed call
18587,786-101-3860,470-406-3126,4/8/2019 15:22,4/8/2019 16:20,0:58:21,incoming
18588,976-333-9915,613-892-5501,5/11/2017 3:19,5/11/2017 3:19,0:00:00,missed call
18589,773-543-1150,375-788-8427,6/15/2017 22:10,6/15/2017 22:41,0:30:22,incoming
18590,786-101-3860,722-807-0193,2/11/2018 0:17,2/11/2018 0:45,0:28:12,outgoing
18591,983-830-0116,718-223-8168,11/9/2017 20:26,11/9/2017 20:53,0:27:32,outgoing
18592,476-597-9827,786-101-3860,12/25/2018 12:30,12/25/2018 12:30,0:00:00,missed call
18593,470-406-3126,718-223-8168,2/26/2017 13:49,2/26/2017 14:41,0:52:18,incoming
18594,976-333-9915,375-788-8427,1/4/2019 7:25,1/4/2019 7:25,0:00:00,missed call
18595,613-892-5501,976-333-9915,3/6/2019 4:41,3/6/2019 4:41,0:00:00,missed call
18596,375-788-8427,718-223-8168,5/7/2018 22:12,5/7/2018 22:44,0:32:07,incoming
18597,773-543-1150,722-807-0193,9/26/2018 1:14,9/26/2018 1:40,0:26:05,outgoing
18598,976-333-9915,718-223-8168,2/10/2017 20:20,2/10/2017 20:33,0:12:50,incoming
18599,983-830-0116,722-807-0193,7/8/2017 16:19,7/8/2017 16:50,0:31:00,incoming
18600,773-543-1150,476-597-9827,4/5/2017 22:16,4/5/2017 22:27,0:11:02,outgoing
18601,718-223-8168,470-406-3126,9/25/2018 20:13,9/25/2018 20:26,0:12:42,incoming
18602,476-597-9827,718-223-8168,12/21/2017 19:42,12/21/2017 19:44,0:01:51,incoming
18603,976-333-9915,786-101-3860,6/10/2018 3:29,6/10/2018 4:13,0:43:53,incoming
18604,722-807-0193,375-788-8427,11/5/2017 22:56,11/5/2017 23:22,0:26:42,incoming
18605,976-333-9915,613-892-5501,9/14/2018 16:29,9/14/2018 17:14,0:44:31,incoming
18606,375-788-8427,470-406-3126,2/11/2018 20:41,2/11/2018 20:41,0:00:00,missed call
